Item Item DOI,question_text
10.21019/qna-400890,"JS is a 14-year-old, 123-lb. black male who was rushed to the hospital during a basketball game due to wheezing and SOB. JS experienced respiratory distress in the ED and was admitted to the ICU for an asthma exacerbation. PMH: asthma with 2 ICU admissions in the past year, Sickle Cell Disease Allergies: Aspirin Home Meds: Montelukast 10 mg qday, Advair 250/50 1 inhalation bid, Proair 1-2 puffs q4-6h PRN, Ibuprofen 600 mg q6h PRN HA. Hospital Meds: continuous nebulization 0.5 mg q2h 0.5 mg bid After receiving inhaled beta-agonists, anticholinergics, and systemic corticosteroids per protocol, JS remains in severe respiratory distress. According to the NIH asthma guidelines, what addition needs to be made to JS’s inpatient regimen?"
10.21019/qna-400891,"LP is a 68-year-old male who presents to his physician's office for his third ""chest cold"" this year. LP states that he now gets a cold 2-3 times per year and has a productive cough most mornings. He has also noticed increased shortness of breath upon exertion. PMH: osteoarthritis of L knee, seasonal allergies SH: 50-pack year history (2 ppd X 25 years) FH: Father - OA, lung cancer, Mother - HTN. Allergies: NKDA Home meds: acetaminophen 1 gram orally four times daily, Glucosamine 500 mg/chondroitin 400 mg orally three times daily, MVI orally daily, Fexofenadine 180 mg orally daily PRN seasonal allergies, Fluticasone nasal spray 2 sprays in each nostril daily PRN seasonal allergies. Physical exam: Scattered rhonchi in both lung fields and diffuse wheezing, FEV1 1.5 L (60% of predicted), FVC 2.2 L (73% of predicted), Crepitation on L knee motion, Decreased range on motion with L knee. LP is diagnosed with moderate COPD and prescribed Combivent 1 puff QID and Proventil HFA 2 puffs every 4-6 hours PRN. LP's physician would like to start him on a smoking cessation program with a nicotine patch 21 mcg/day. Which of the following counseling points are correct? (Select ALL that apply.)"
10.21019/qna-400892,"LP is a 68-year-old male who presents to his physician's office for his third ""chest cold"" this year. LP states that he now gets a cold 2-3 times per year and has a productive cough most mornings. He has also noticed increased shortness of breath upon exertion. PMH: osteoarthritis of L knee, seasonal allergies SH: 50-pack year history (2 ppd X 25 years) FH: Father - OA, lung cancer, Mother - HTN Allergies: NKDA Home meds: acetaminophen 1 gram orally four times daily Glucosamine 500 mg /chondroitin 400 mg orally three times daily MVI orally daily Fexofenadine 180 mg orally daily PRN seasonal allergies Fluticasone nasal spray 2 puffs in each nostril daily PRN seasonal allergies Physical exam: Scattered rhonchi in both lung fields and diffuse wheezing FEV1 1.5 L (60% of predicted) FVC 2.2 L (73% of predicted) Crepitation on L knee motion Decreased range on motion with L knee LP is diagnosed with moderate COPD and prescribed Combivent 1 puff QID and Proventil HFA 2 puffs every 4-6 hours PRN. Due to worsening symptoms of OA, LP's physician would like to switch him from acetaminophen to ibuprofen 800 mg TID. Which of the following is LP's major risk factor for experiencing GI bleed with NSAIDs?"
10.21019/qna-400893,"LP is a 68-year-old male who presents to his physician’s office for his third ""chest cold"" this year. LP states that he now gets a cold 2-3 times per year and has a productive cough most mornings. He has also noticed increased shortness of breath upon exertion. PMH: osteoarthritis of L knee, seasonal allergies SH: 50-pack year history (2 ppd X 25 years ) FH: Father - OA, lung cancer, Mother - HTN. Allergies: NKDA Home meds: acetaminophen 1 gram orally four times daily, Glucosamine 500 mg/chondroitin 400 mg orally three times daily, MVI orally daily, Fexofenadine 180 mg orally daily PRN seasonal allergies, Fluticasone nasal spray 2 sprays in each nostril daily PRN seasonal allergies. Physical exam: Scattered rhonchi in both lung fields and diffuse wheezing, FEV1 1.5 L (60% of predicted), FVC 2.2 L (73% of predicted), Crepitation on L knee motion, Decreased range on motion with L knee. LP is diagnosed with moderate COPD and prescribed Combivent 1 puff QID and Proventil HFA 2 puffs every 4-6 hours PRN. Based on the guidelines for treatment of COPD, LP should initially be treated with which of the following?"
10.21019/qna-400896,Which of the following is a potential serious adverse effect with PPI use? (Select ALL that apply.)
10.21019/qna-400897,Which of the following is a common side effect of sulfasalazine?
10.21019/qna-400898,"In a patient with Crohn’s disease, worsening of symptoms may occur with concurrent use of which of the following?"
10.21019/qna-400899,"JP is a 38-year-old female who presents to her physician with a 3-week history of cramps, diarrhea, abdominal pain, and a 10-pound weight loss. PMH:rheumatoid arthritis (RA) SH:negative FH:mother: RA,father: HTN, cirrhosis Allergies: NKDA Home meds: hydroxychloroquine 600 mg orally daily meloxicam 15 mg orally daily multivitamin orally daily Physical exam: normal Labs: Hematocrit 28% (normal 39-49%) Hemoglobin 9 g/dL (normal 14-17.5 g/dL) WBC 14 (normal 4.4-11.3) ESR 60 mm/hr (normal less than 20) Hemocult + After a diagnostic work-up, JP is diagnosed with Crohn's disease and initially started on prednisone 40 mg daily and sulfasalazine 0.5 gram PO BID to induce remission. Which change in JP's current therapy may decrease GI irritation?"
10.21019/qna-400900,A patient who is taking Plaquenil should be counseled on which of the following points?
10.21019/qna-400901,"TM is a 5-year-old, 35 lb. child rushed to the emergency room for loss of consciousness (LOC) at school with rapid, deep respirations. HPI: The child's mother states that the child has recently been drinking excessive amounts and going to the bathroom a lot. The child also had about a 7-lb. weight loss over the past month. Patient is intubated in the ER to protect the airway and transferred to the ICU. PMH: Insignificant Labs: Na - 132, K - 5.6, Cl - 105, CO2 - 13, BUN - 43, SCr - 1.8, Gluc - 654pH - 7.15, pCO2 - 26, pO2 - 98, Serum Osm 356 Urine ketones +++, Serum ketones +++ Meds: None TM is started on an insulin drip at 0.05 u/kg/hr. As the clinical pharmacist on rounds, what should be added to TM's regimen?"
10.21019/qna-400902,"TM is a 5-year-old, 35 lb. child rushed to the emergency room for loss of consciousness (LOC) at school with rapid, deep respirations. HPI: The child’s mother states that the child has recently been drinking excessive amounts and going to the bathroom a lot. The child also had about a 7-lb. weight loss over the past month. Patient is intubated in the ER to protect the airway and transferred to the ICU. PMH: Insignificant Labs: Na - 132, K - 5.6, Cl - 105, CO2 - 13, BUN - 43, SCr - 1.8, Gluc - 654 pH - 7.15, pCO2 - 26, pO2 - 98, Serum Osm 356 Urine ketones +++, Serum ketones +++ Meds: None TM is started on an insulin drip at 0.05 u/kg/hr. What insulin will you use in your insulin drip?"
10.21019/qna-400903,"TM is a 5-year-old, 35 lb. child rushed to the emergency room for loss of consciousness (LOC) at school with rapid, deep respirations. HPI: The child's mother states that the child has recently been drinking excessive amounts and going to the bathroom a lot. The child also had about a 7-lb. weight loss over the past month. Patient is intubated in the ER to protect the airway and transferred to the ICU. PMH: Insignificant Labs: Na - 132, K - 5.6, Cl - 105, CO2 - 13, BUN - 43, SCr - 1.8, Gluc - 654 pH - 7.15, pCO2 - 26, pO2 - 98, Serum Osm 356 Urine ketones +++, Serum ketones +++ Meds: None TM is started on an insulin drip at 0.05 u/kg/hr. What do you expect will happen to the K+ level in this patient as you correct her acidosis?"
